주유소명,시도명,시군구명,소재지도로명주소,소재지지번주소,전화번호,위도,경도,상표구분명,대표자명,총직원수,데이터기준일자,제공기관코드,제공기관명
한국복합물류(주) 직영 군포터미널 주유소,경기도,군포시,경기도 군포시 번영로 82,경기도 군포시 부곡동 1231,031-460-2998,37.32959795,126.9348359,GS,기송,,2024-07-31,4020000,경기도 군포시
삼미상사(주)금정역셀프주유소,경기도,군포시,경기도 군포시 엘에스로 178,경기도 군포시 산본동 18-35,031-456-5189,37.37596819,126.9435563,SK,허창근,,2024-07-31,4020000,경기도 군포시
지에스칼텍스(주)당정스타주유소,경기도,군포시,경기도 군포시 고산로 109,경기도 군포시 당정동 405-1,031-451-8600,37.35014393,126.9593209,GS,허세홍+김성민,,2024-07-31,4020000,경기도 군포시
(주)한유에너지 금정주유소,경기도,군포시,경기도 군포시 군포로 617,경기도 군포시 금정동 774-1,031-454-5151,37.36087126,126.9477539,SK,박기흥,,2024-07-31,4020000,경기도 군포시
(주)삼표에너지 군포스타주유소,경기도,군포시,경기도 군포시 고산로 688,경기도 군포시 산본동 207-3,031-393-5189,37.37103217,126.9349196,GS,김희경,,2024-07-31,4020000,경기도 군포시
(주)삼표에너지 산본그린주유소,경기도,군포시,경기도 군포시 군포로 231,경기도 군포시 부곡동 1184,031-462-0202,37.33330902,126.9271005,GS,김희경,,2024-07-31,4020000,경기도 군포시
(주) 대미주유소,경기도,군포시,경기도 군포시 군포로 10,경기도 군포시 도마교동 446,031-502-0833,37.31659643,126.9151228,S-Oil,임춘례,,2024-07-31,4020000,경기도 군포시
에이치디현대오일뱅크(주)직영 군포제일주유소,경기도,군포시,경기도 군포시 산본로323번길 27,경기도 군포시 산본동 1142-8,031-391-2125,37.35817978,126.9313100344,현대,주영민,,2024-07-31,4020000,경기도 군포시
대신석유(주) 당리주유소,경기도,군포시,경기도 군포시 용호1로1번길 16,경기도 군포시 당동 978-6,031-393-9604,37.34181008,126.9376829,SK,신진우,,2024-07-31,4020000,경기도 군포시
(주)영인개발 대야주유소,경기도,군포시,경기도 군포시 군포로 137,경기도 군포시 대야미동 658-1,031-437-0633,37.32743293,126.9197084,GS,윤영묵,,2024-07-31,4020000,경기도 군포시
나비주유소,전라남도,함평군,전라남도 함평군 함평읍 중앙길 11,전라남도 함평군 함평읍 내교리 177,061-322-2208,35.06050888,126.5237187,현대,정송자,,2024-08-01,4960000,전라남도 함평군
대창주유소,전라남도,함평군,전라남도 함평군 함평읍 중앙길 57,전라남도 함평군 함평읍 내교리 182-4,061-322-2140,35.06238369,126.5226356,SK,이혜자,,2024-08-01,4960000,전라남도 함평군
주포주유소,전라남도,함평군,전라남도 함평군 함평읍 함영로 1389,전라남도 함평군 함평읍 진양리 290-1,061-324-4600,35.08723665,126.4965771,GS,이왕근,,2024-08-01,4960000,전라남도 함평군
청기와주유소,전라남도,함평군,전라남도 함평군 함평읍 남일길 237,전라남도 함평군 함평읍 대덕리 458-4,061-324-2626,35.07549147,126.5067518,SK,서재희,,2024-08-01,4960000,전라남도 함평군
태경산업(주)함평(무안)주유소,전라남도,함평군,전라남도 함평군 함평읍 서해안고속도로 31-1,전라남도 함평군 함평읍 장교리 산 78-5,061-324-4136,35.06849094,126.4785613,알뜰,박충기,,2024-08-01,4960000,전라남도 함평군
함평농협주유소,전라남도,함평군,전라남도 함평군 함평읍 함영로 1348,전라남도 함평군 함평읍 대덕리 1051,061-324-5189,35.08569173,126.5009622,SK,천성섭,,2024-08-01,4960000,전라남도 함평군
(주)풀무원푸드앤컬처 함평천지(시흥방향)주유소,전라남도,함평군,전라남도 함평군 손불면 서해안고속도로 38-1,전라남도 함평군 손불면 죽장리 산 27-2,061-322-4409,35.13255776,126.4816675,SK,이동훈,,2024-08-01,4960000,전라남도 함평군
손불농협주유소,전라남도,함평군,전라남도 함평군 손불면 손불중앙길 76-13,전라남도 함평군 손불면 대전리 182-3,061-323-5188,35.14255815,126.4321148,기타,정기현,,2024-08-01,4960000,전라남도 함평군
광목주유소,전라남도,함평군,전라남도 함평군 학교면 함영로 490,전라남도 함평군 학교면 사거리 621-31,061-322-7772,35.02154886,126.5336598,GS,김국환,,2024-08-01,4960000,전라남도 함평군
천지농협주유소,전라남도,함평군,전라남도 함평군 학교면 함영로 630,전라남도 함평군 학교면 사거리 168-1,061-322-7711,35.0334084,126.5348207,기타,최종선,,2024-08-01,4960000,전라남도 함평군
학다리주유소,전라남도,함평군,전라남도 함평군 학교면 영산로 3724,전라남도 함평군 학교면 죽정리 883-4,061-324-5100,35.03314053,126.5565169,S-Oil,강동국,,2024-08-01,4960000,전라남도 함평군
함평제일주유소,전라남도,함평군,전라남도 함평군 학교면 영산로 3995,전라남도 함평군 학교면 고막리 555-17,061-323-7929,35.03280977,126.5848324,SK,박승채,,2024-08-01,4960000,전라남도 함평군
(유)무안IC주유소,전라남도,함평군,전라남도 함평군 엄다면 영산로 3189,전라남도 함평군 엄다면 송로리 840-2,061-323-5149,35.00954494,126.5061741,GS,김만기,,2024-08-01,4960000,전라남도 함평군
대보디앤에스(주)함평나비(광주방향)주유소,전라남도,함평군,전라남도 함평군 엄다면 무안광주고속도로 11,전라남도 함평군 엄다면 성천리 398-1,061-323-8867,35.03837786,126.5086252,알뜰,한제영,,2024-08-01,4960000,전라남도 함평군
대보디앤에스(주)함평나비(무안방향)주유소,전라남도,함평군,전라남도 함평군 엄다면 무안광주고속도로 12-1,전라남도 함평군 엄다면 화양리 743-1,061-324-8838,35.03832288,126.5133448,알뜰,한제영,,2024-08-01,4960000,전라남도 함평군
고산주유소,전라남도,함평군,전라남도 함평군 대동면 대동길 137,전라남도 함평군 대동면 향교리 82,061-322-6969,35.07419834,126.5419268,GS,김호범,,2024-08-01,4960000,전라남도 함평군
성실주유소,전라남도,함평군,전라남도 함평군 대동면 함장로 1661,전라남도 함평군 대동면 강운리 794-2,061-323-5700,35.08512077,126.5502361,현대,강종오,,2024-08-01,4960000,전라남도 함평군
쓰리고주유소,전라남도,함평군,전라남도 함평군 대동면 벽류길 10,전라남도 함평군 대동면 금산리 442-1,061-323-0008,35.11555666,126.4921516,현대,황정하,,2024-08-01,4960000,전라남도 함평군
나비골농협나산지점주유소,전라남도,함평군,전라남도 함평군 나산면 나산길 21,전라남도 함평군 나산면 삼축리 345-1,061-322-8813,35.11141983,126.6099565,현대,김영철,,2024-08-01,4960000,전라남도 함평군
학동주유소,전라남도,함평군,전라남도 함평군 나산면 체암로 1334,전라남도 함평군 나산면 이문리 222-1,061-323-5182,35.1350169,126.6245032,S-Oil,김근순,,2024-08-01,4960000,전라남도 함평군
문장주유소,전라남도,함평군,전라남도 함평군 해보면 밀재로 1297,전라남도 함평군 해보면 문장리 822-96,061-323-0250,35.18083107,126.6053371,SK,김대곤,,2024-08-01,4960000,전라남도 함평군
함평나비주유소,전라남도,함평군,전라남도 함평군 해보면 영광로 2538,전라남도 함평군 해보면 해보리 212-27,061-323-2030,35.17794652,126.5954584,GS,홍유석,,2024-08-01,4960000,전라남도 함평군
빛그린주유소,전라남도,함평군,전라남도 함평군 월야면 영광로 3148,전라남도 함평군 월야면 외치리 318-12,061-323-7228,35.17453329,126.6564961,S-Oil,김지훈,,2024-08-01,4960000,전라남도 함평군
영월주유소,전라남도,함평군,전라남도 함평군 월야면 밀재로 1710,전라남도 함평군 월야면 영월리 343-9,061-323-9442,35.174544,126.6473019,SK,이건률,,2024-08-01,4960000,전라남도 함평군
월야농협주유소,전라남도,함평군,전라남도 함평군 월야면 밀재로 1513-1,전라남도 함평군 월야면 월야리 494-29,061-323-1058,35.18001235,126.6273546,현대,정상진,,2024-08-01,4960000,전라남도 함평군
(주)북서울에너지 경인터미널,인천광역시,미추홀구,인천광역시 미추홀구 봉수대로 54 (도화동),,,37.48129491,126.6575332,현대,,,2024-07-26,3510500,인천광역시 미추홀구
㈜가정셀프주유소,인천광역시,미추홀구,인천광역시 미추홀구 참외전로 343 (숭의동),,,37.46644643,126.6523506,GS,,,2024-07-26,3510500,인천광역시 미추홀구
(주)인하주유소,인천광역시,미추홀구,인천광역시 미추홀구 인하로 130 (용현동),,,37.44940026,126.6625187,SK,,,2024-07-26,3510500,인천광역시 미추홀구
명보주유소,인천광역시,미추홀구,인천광역시 미추홀구 인하로 217 (주안동),,,37.44873485,126.6722791,알뜰,,,2024-07-26,3510500,인천광역시 미추홀구
KH에너지(주)직영청도1주유소,인천광역시,미추홀구,인천광역시 미추홀구 경원대로 813-9 (주안동),,,37.45517141,126.6890938,SK,,,2024-07-26,3510500,인천광역시 미추홀구
제물포하이웨이주유소,인천광역시,미추홀구,인천광역시 미추홀구 경인로 194 (도화동),,,37.46508557,126.6641348,현대,,,2024-07-26,3510500,인천광역시 미추홀구
황금주유소,인천광역시,미추홀구,인천광역시 미추홀구 소성로 253 (학익동),,,37.43856675,126.6759349,SK,,,2024-07-26,3510500,인천광역시 미추홀구
주식회사 다솜에너지,인천광역시,미추홀구,인천광역시 미추홀구 한나루로 482 (주안동),,,37.44996947,126.6675891,GS,,,2024-07-26,3510500,인천광역시 미추홀구
통일주유소,인천광역시,미추홀구,인천광역시 미추홀구 인주대로 189 (용현동),,,37.45559358,126.6579621,SK,,,2024-07-26,3510500,인천광역시 미추홀구
SK큰나무셀프주유소,인천광역시,미추홀구,인천광역시 미추홀구 매소홀로 536 (문학동),,,37.4383994,126.6814244,SK,,,2024-07-26,3510500,인천광역시 미추홀구
백악관주유소,인천광역시,미추홀구,인천광역시 미추홀구 경인로 413 (주안동),,,37.45831198,126.685997,현대,,,2024-07-26,3510500,인천광역시 미추홀구
탑주유소,인천광역시,미추홀구,인천광역시 미추홀구 송림로 217 (도화동),,,37.47561832,126.6569798,알뜰,,,2024-07-26,3510500,인천광역시 미추홀구
학익셀프주유소,인천광역시,미추홀구,인천광역시 미추홀구 소성로 154 (학익동),,,37.44219679,126.6654414,GS,,,2024-07-26,3510500,인천광역시 미추홀구
정해주유소개발(주)인천주유소,인천광역시,미추홀구,인천광역시 미추홀구 인주대로 286 (주안동),,,37.45175377,126.6680177,현대,,,2024-07-26,3510500,인천광역시 미추홀구
최고주유소,인천광역시,미추홀구,인천광역시 미추홀구 석정로 498 (주안동),,,37.46558073,126.6910038,SK,,,2024-07-26,3510500,인천광역시 미추홀구
비전주유소,인천광역시,미추홀구,인천광역시 미추홀구 석정로 429 (주안동),,,37.46686457,126.6831402,GS,,,2024-07-26,3510500,인천광역시 미추홀구
SK에너지(주)문학주유소,인천광역시,미추홀구,인천광역시 미추홀구 매소홀로 574 (문학동),,,37.43823277,126.6857896,SK,,,2024-07-26,3510500,인천광역시 미추홀구
박문주유소,인천광역시,미추홀구,인천광역시 미추홀구 석정로 146 (숭의동),,,37.4681873,126.651383,GS,,,2024-07-26,3510500,인천광역시 미추홀구
동일석유(주)영남주유소,인천광역시,미추홀구,인천광역시 미추홀구 주안로 22 (도화동),,,37.46375329,126.6720737,SK,,,2024-07-26,3510500,인천광역시 미추홀구
(주)한진 인천터미널주유소,인천광역시,미추홀구,인천광역시 미추홀구 연남로 35 (관교동),,,37.44250622,126.7015186,S-Oil,,,2024-07-26,3510500,인천광역시 미추홀구
에이치디현대오일뱅크㈜직영 미추홀셀프주유소,인천광역시,미추홀구,인천광역시 미추홀구 인주대로 394 (주안동),,,37.45104329,126.6802911,현대,,,2024-07-26,3510500,인천광역시 미추홀구
석암주유소,인천광역시,미추홀구,인천광역시 미추홀구 구월로 35 (주안동),,,37.45775721,126.6940601000,SK,,,2024-07-26,3510500,인천광역시 미추홀구
장안석유(주) 장안주유소,인천광역시,미추홀구,인천광역시 미추홀구 독배로492번길 42 (숭의동),,,37.46311224,126.6458259,S-Oil,,,2024-07-26,3510500,인천광역시 미추홀구
SK에너지(주)남강주유소,인천광역시,미추홀구,인천광역시 미추홀구 인주대로 43 (숭의동),,,37.45970952,126.6428675,SK,,,2024-07-26,3510500,인천광역시 미추홀구
SK행복가득주유소,인천광역시,미추홀구,인천광역시 미추홀구 노적산로 1 (학익동),,,37.44338698,126.6503589,SK,,,2024-07-26,3510500,인천광역시 미추홀구
(주)고속주유소,인천광역시,미추홀구,인천광역시 미추홀구 아암대로 128 (용현동),,,37.45094768,126.6305626,GS,,,2024-07-26,3510500,인천광역시 미추홀구
공성주유소,인천광역시,미추홀구,인천광역시 미추홀구 인주대로 59 (숭의동),,,37.45904788,126.6445318,현대,,,2024-07-26,3510500,인천광역시 미추홀구
드림월드주유소,인천광역시,미추홀구,인천광역시 미추홀구 아암대로253번길 14 (학익동),,,37.43951391,126.6343700000,SK,,,2024-07-26,3510500,인천광역시 미추홀구
(주)에스케이셀프서비스주유소,인천광역시,미추홀구,인천광역시 미추홀구 소성로 32 (용현동),,,37.44708124,126.6529982,SK,,,2024-07-26,3510500,인천광역시 미추홀구
안양원예농협주유소,경기도,안양시,경기도 안양시 만안구 오리로 60 (박달동),,,37.40964157,126.8832569,기타,,,2024-07-29,3830000,경기도 안양시
첫사랑주유소,경기도,안양시,경기도 안양시 동안구 부림로 194 (관양동),,,37.4000117567,126.9613429,SK,,,2024-07-29,3830000,경기도 안양시
지에스칼텍스(주) 꿈주유소,경기도,안양시,경기도 안양시 동안구 귀인로 285 (평촌동),,,37.38849619,126.9700046,GS,,,2024-07-29,3830000,경기도 안양시
지에스칼텍스(주) 우리주유소,경기도,안양시,경기도 안양시 동안구 경수대로 584 (호계동),,,37.3745494155,126.9575124151,GS,,,2024-07-29,3830000,경기도 안양시
지에스칼텍스(주) 근화주유소,경기도,안양시,경기도 안양시 동안구 흥안대로 436 (평촌동),,,37.3929401,126.9753873,GS,,,2024-07-29,3830000,경기도 안양시
(주)호정디엔이 열린주유소,경기도,안양시,경기도 안양시 동안구 관악대로 248 (비산동),,,37.40141922,126.9507061,GS,,,2024-07-29,3830000,경기도 안양시
대한주유소,경기도,안양시,경기도 안양시 동안구 경수대로 510 (호계동),,,37.3682298,126.9585175,현대,,,2024-07-29,3830000,경기도 안양시
에이치디현대오일뱅크(주)직영 동안주유소,경기도,안양시,경기도 안양시 동안구 시민대로 98 (호계동),,,37.38602099,126.9447322,현대,,,2024-07-29,3830000,경기도 안양시
뉴그린주유소,경기도,안양시,경기도 안양시 만안구 박달로 569 (안양동),,,37.40291081,126.9162359,GS,,,2024-07-29,3830000,경기도 안양시
한길주유소,경기도,안양시,경기도 안양시 만안구 안양로 72 (안양동),,,37.38222893,126.9358309,현대,,,2024-07-29,3830000,경기도 안양시
(주)세광 푸른주유소,경기도,안양시,경기도 안양시 만안구 오리로 11 (박달동),,,37.40576522,126.8859348,현대,,,2024-07-29,3830000,경기도 안양시
기쁨두배주유소,경기도,안양시,경기도 안양시 동안구 시민대로 67 (호계동),,,37.38478782,126.9418474,SK,,,2024-07-29,3830000,경기도 안양시
쓰리원주유소,경기도,안양시,경기도 안양시 동안구 시민대로 93 (호계동),,,37.38595787,126.9437168,GS,,,2024-07-29,3830000,경기도 안양시
(주) 관악석유 청강주유소,경기도,안양시,경기도 안양시 동안구 관악대로 159 (비산동),,,37.39912459,126.9419398,S-Oil,,,2024-07-29,3830000,경기도 안양시
안양동주유소,경기도,안양시,경기도 안양시 만안구 박달로 552 (안양동),,,37.40235991,126.9141317,알뜰,,,2024-07-29,3830000,경기도 안양시
KH에너지(주)직영 평촌주유소,경기도,안양시,경기도 안양시 동안구 평촌대로 99 (호계동),,,37.38136702,126.9605266,SK,,,2024-07-29,3830000,경기도 안양시
(주)양지,경기도,안양시,"경기도 안양시 만안구 양화로 44, 주유소 (안양동)",,,37.39752495,126.9135576,GS,,,2024-07-29,3830000,경기도 안양시
플라트(주),경기도,안양시,경기도 안양시 동안구 시민대로 325 (관양동),,,37.39608534,126.9660185929,GS,,,2024-07-29,3830000,경기도 안양시
(주)안국에너지 서진주유소,경기도,안양시,경기도 안양시 만안구 안양로 425 (안양동),,,37.4082532,126.9131883,SK,,,2024-07-29,3830000,경기도 안양시
(주)원일유통 구도일 박달주유소,경기도,안양시,경기도 안양시 만안구 박달로 274 (박달동),,,37.403731,126.8852081,S-Oil,,,2024-07-29,3830000,경기도 안양시
지에스칼텍스(주) 효재주유소,경기도,안양시,경기도 안양시 동안구 관악대로 305 (관양동),,,37.40337433,126.9568007,GS,,,2024-07-29,3830000,경기도 안양시
(주)천이코끼리주유소,경기도,안양시,경기도 안양시 만안구 박달로 464 (박달동),,,37.40197972,126.904164,현대,,,2024-07-29,3830000,경기도 안양시
마하주유소,경기도,안양시,경기도 안양시 만안구 엘에스로 237 (안양동),,,37.37971449,126.9387909,GS,,,2024-07-29,3830000,경기도 안양시
(주)안양석유,경기도,안양시,경기도 안양시 만안구 경수대로 1374 (석수동),,,37.42954869,126.9047683,현대,,,2024-07-29,3830000,경기도 안양시
SK에너지(주)평촌신도시주유소,경기도,안양시,경기도 안양시 동안구 시민대로 301 (관양동),,,37.39590947,126.9635223,SK,,,2024-07-29,3830000,경기도 안양시
안양알찬주유소,경기도,안양시,경기도 안양시 만안구 안양로 49 (안양동),,,37.38003984,126.9368893,S-Oil,,,2024-07-29,3830000,경기도 안양시
지에스칼텍스(주) 대로주유소,경기도,안양시,경기도 안양시 동안구 경수대로 599 (호계동),,,37.37600825,126.9556981412,GS,,,2024-07-29,3830000,경기도 안양시
에이치디현대오일뱅크(주)직영 비산현대셀프주유소,경기도,안양시,경기도 안양시 동안구 경수대로 839 (비산동),,,37.3936017780,126.9415543,현대,,,2024-07-29,3830000,경기도 안양시
에이치디현대오일뱅크(주)직영 신안주유소,경기도,안양시,경기도 안양시 만안구 박달로 432 (박달동),,,37.40170568,126.9008473,현대,,,2024-07-29,3830000,경기도 안양시
청기와주유소,경기도,안양시,경기도 안양시 만안구 만안로 114 (안양동),,,37.3931434,126.9311143,현대,,,2024-07-29,3830000,경기도 안양시
(주)원일유통 구도일 안양주유소,경기도,안양시,경기도 안양시 만안구 만안로 135 (안양동),,,37.39458324,126.9289142,S-Oil,,,2024-07-29,3830000,경기도 안양시
씨앤에스유통(주)  구도일주유소 새안양,경기도,안양시,경기도 안양시 동안구 흥안대로 463 (평촌동),,,37.39565385,126.975565,S-Oil,,,2024-07-29,3830000,경기도 안양시
에이치디현대오일뱅크(주)직영 관양현대셀프주유소,경기도,안양시,경기도 안양시 동안구 관악대로 414 (관양동),,,37.4044262,126.968872,현대,,,2024-07-29,3830000,경기도 안양시
동일석유(주) 제일주유소,경기도,안양시,경기도 안양시 동안구 경수대로 962 (비산동),,,37.4001628750,126.9307697182,SK,,,2024-07-29,3830000,경기도 안양시
서일석유(주)서일주유소,경기도,안양시,경기도 안양시 동안구 엘에스로 56 (호계동),,,37.36877703,126.9541521,GS,,,2024-07-29,3830000,경기도 안양시
(주)서율주유소 석수점,경기도,안양시,경기도 안양시 만안구 안양로 574 (석수동),,,37.42013792,126.9073760120,현대,,,2024-07-29,3830000,경기도 안양시
남경주유소,경기도,안양시,경기도 안양시 만안구 경수대로 1279 (석수동),,,37.42091909,126.9079668,SK,,,2024-07-29,3830000,경기도 안양시
대신석유(주)남서울주유소,경기도,안양시,경기도 안양시 만안구 경수대로 1425 (석수동),,,37.43374843,126.9029106,SK,,,2024-07-29,3830000,경기도 안양시
대원주유소,대구광역시,달서구,대구광역시 달서구 갈밭로 55 (대곡동),,,35.8039109371,128.5282728964,S-Oil,,,2024-07-18,3470000,대구광역시 달서구
아토제2주유소,대구광역시,달서구,대구광역시 달서구 성서공단로 379 (장동),,,35.8375289027,128.5243528395,현대,,,2024-07-18,3470000,대구광역시 달서구
대성산업(주)대천대성주유소,대구광역시,달서구,대구광역시 달서구 달서대로 101 (대천동),,,35.8157605653,128.5059067068,GS,,,2024-07-18,3470000,대구광역시 달서구
더 진솔한 주유소,대구광역시,달서구,대구광역시 달서구 용산로 8 (본리동),,,35.8380001,128.5308964,현대,,,2024-07-18,3470000,대구광역시 달서구
제이제이주유소,대구광역시,달서구,대구광역시 달서구 성서동로 184 (장동),,,35.8371380042,128.5162542,S-Oil,,,2024-07-18,3470000,대구광역시 달서구
조암주유소,대구광역시,달서구,대구광역시 달서구 조암로 84 (월성동),,,35.8231426477,128.5209949436,현대,,,2024-07-18,3470000,대구광역시 달서구
샬롬주유소,대구광역시,달서구,대구광역시 달서구 달서대로 58 (유천동),,,35.8140634016,128.5109259433,알뜰,,,2024-07-18,3470000,대구광역시 달서구
SK에너지(주)수목원주유소,대구광역시,달서구,대구광역시 달서구 상화로 99 (진천동),,,35.8083977967,128.5245633836,SK,,,2024-07-18,3470000,대구광역시 달서구
구상주유소,대구광역시,달서구,대구광역시 달서구 성서4차첨단로 180 (월암동),,,35.8293076751,128.5180646109,GS,,,2024-07-18,3470000,대구광역시 달서구
웰컴주유소,대구광역시,달서구,대구광역시 달서구 달구벌대로 1536 (감삼동),,,35.8495274142,128.5351531,현대,,,2024-07-18,3470000,대구광역시 달서구
대성산업(주)대영대성주유소,대구광역시,달서구,대구광역시 달서구 달서대로 84 (유천동),,,35.8153296995,128.5084377528,GS,,,2024-07-18,3470000,대구광역시 달서구
영원주유소,대구광역시,달서구,대구광역시 달서구 달서대로 46 (유천동),,,35.8133721113,128.5122450245,SK,,,2024-07-18,3470000,대구광역시 달서구
에버그린주유소,대구광역시,달서구,대구광역시 달서구 새방로 87 (용산동),,,35.8651333,128.5262771758,S-Oil,,,2024-07-18,3470000,대구광역시 달서구
대곡알뜰주유소,대구광역시,달서구,대구광역시 달서구 명천로 28 (대곡동),,,35.8070209003,128.5122806860,알뜰,,,2024-07-18,3470000,대구광역시 달서구
본동문화주유소,대구광역시,달서구,대구광역시 달서구 와룡로 6 (본동),,,35.8332577740,128.5384169017,알뜰,,,2024-07-18,3470000,대구광역시 달서구
성서SK주유소,대구광역시,달서구,대구광역시 달서구 성서로36길 75 (월암동),,,35.8331311,128.5156642727,SK,,,2024-07-18,3470000,대구광역시 달서구
대성산업(주)대성화물터미널주유소,대구광역시,달서구,대구광역시 달서구 성서공단로 346 (월성동),,,35.8363399514,128.5203243235,GS,,,2024-07-18,3470000,대구광역시 달서구
에이치디현대오일뱅크(주)직영 공단제일주유소,대구광역시,달서구,대구광역시 달서구 달서대로 455 (호산동),,,35.8400273266,128.4914984484,현대,,,2024-07-18,3470000,대구광역시 달서구
장동주유소,대구광역시,달서구,대구광역시 달서구 성서동로 208 (장동),,,35.8392535786,128.516088,GS,,,2024-07-18,3470000,대구광역시 달서구
스마일주유소,대구광역시,달서구,대구광역시 달서구 월배로 8 (진천동),,,35.8108288392,128.5168266,S-Oil,,,2024-07-18,3470000,대구광역시 달서구
지에스칼텍스(주)대곡주유소,대구광역시,달서구,대구광역시 달서구 상화로 302 (도원동),,,35.8078796,128.5466541213,GS,,,2024-07-18,3470000,대구광역시 달서구
SK에너지(주)신세계주유소,대구광역시,달서구,대구광역시 달서구 이곡공원로 28 (이곡동),,,35.8549670715,128.5106495628,SK,,,2024-07-18,3470000,대구광역시 달서구
흥구석유(주)흥구용산주유소,대구광역시,달서구,대구광역시 달서구 평리로 78 (용산동),,,35.8583489930,128.5329377472,GS,,,2024-07-18,3470000,대구광역시 달서구
대림공단주유소,대구광역시,달서구,대구광역시 달서구 달서대로 403 (호림동),,,35.8352205856,128.4911238224,GS,,,2024-07-18,3470000,대구광역시 달서구
지에스칼텍스(주)스타주유소,대구광역시,달서구,대구광역시 달서구 상화북로 179 (상인동),,,35.8129639,128.5451999466,GS,,,2024-07-18,3470000,대구광역시 달서구
계명주유소,대구광역시,달서구,대구광역시 달서구 달구벌대로 1150 (신당동),,,35.8510646705,128.4928402,S-Oil,,,2024-07-18,3470000,대구광역시 달서구
SK에너지(주)삼성제일주유소,대구광역시,달서구,대구광역시 달서구 달구벌대로 1154 (신당동),,,35.8510776159,128.4935293,SK,,,2024-07-18,3470000,대구광역시 달서구
흥구석유(주)장기주유소,대구광역시,달서구,대구광역시 달서구 달구벌대로 1374 (장기동),,,35.8501549893,128.5177274247,GS,,,2024-07-18,3470000,대구광역시 달서구
우광주유소,대구광역시,달서구,대구광역시 달서구 진천로 87 (대천동),,,35.8162197971,128.5225076498,SK,,,2024-07-18,3470000,대구광역시 달서구
아토주유소,대구광역시,달서구,대구광역시 달서구 구마로 42 (본동),,,35.8369339,128.5323944932,S-Oil,,,2024-07-18,3470000,대구광역시 달서구
대천주유소,대구광역시,달서구,대구광역시 달서구 진천로 112 (대천동),,,35.8184910029,128.5223502050,GS,,,2024-07-18,3470000,대구광역시 달서구
국가대표주유소,대구광역시,달서구,대구광역시 달서구 당산로 104 (성당동),,,35.8465613,128.5449954397,SK,,,2024-07-18,3470000,대구광역시 달서구
HC홈센타 본리주유소,대구광역시,달서구,대구광역시 달서구 와룡로 76 (본리동),,,35.8394135,128.5374846,S-Oil,,,2024-07-18,3470000,대구광역시 달서구
흥구석유(주)창경주유소,대구광역시,달서구,대구광역시 달서구 월배로 372 (송현동),,,35.8277976885,128.5494479668,GS,,,2024-07-18,3470000,대구광역시 달서구
동양주유소,대구광역시,달서구,대구광역시 달서구 월곡로 149 (상인동),,,35.8098584327,128.5464694018,SK,,,2024-07-18,3470000,대구광역시 달서구
고려제일주유소,대구광역시,달서구,대구광역시 달서구 성서공단로54길 8 (월암동),,,35.8341657946,128.511378,현대,,,2024-07-18,3470000,대구광역시 달서구
에너지DY남대구IC주유소,대구광역시,달서구,대구광역시 달서구 성서공단로 372 (월성동),,,35.8364890114,128.5234896449,현대,,,2024-07-18,3470000,대구광역시 달서구
해원주유소,대구광역시,달서구,대구광역시 달서구 구마로 79 (본리동),,,35.8377413375,128.5362781,SK,,,2024-07-18,3470000,대구광역시 달서구
고려제2주유소,대구광역시,달서구,대구광역시 달서구 와룡로 283 (죽전동),,,35.8581787272,128.5368408124,GS,,,2024-07-18,3470000,대구광역시 달서구
주식회사에이치씨대하에너지 죽전주유소,대구광역시,달서구,대구광역시 달서구 와룡로 150 (감삼동),,,35.8460259,128.537554,S-Oil,,,2024-07-18,3470000,대구광역시 달서구
극동주유소,대구광역시,달서구,대구광역시 달서구 야외음악당로 83 (성당동),,,35.8446948,128.5519721369,GS,,,2024-07-18,3470000,대구광역시 달서구
계명성서관리공단주유소,대구광역시,달서구,대구광역시 달서구 성서로35길 3 (월암동),,,35.8322723213,128.5065356417,S-Oil,,,2024-07-18,3470000,대구광역시 달서구
명종주유소,대구광역시,달서구,대구광역시 달서구 월곡로 134-1 (상인동),,,35.8091134,128.5481187934,GS,,,2024-07-18,3470000,대구광역시 달서구
대경주유소,대구광역시,달서구,대구광역시 달서구 앞산순환로 181 (송현동),,,35.8206986,128.5512370703,S-Oil,,,2024-07-18,3470000,대구광역시 달서구
아리랑주유소,대구광역시,달서구,대구광역시 달서구 달서대로 696 (신당동),,,35.8616943292,128.4926250358,GS,,,2024-07-18,3470000,대구광역시 달서구
월성주유소,대구광역시,달서구,대구광역시 달서구 송현로 176 (송현동),,,35.8329968631,128.5448737449,GS,,,2024-07-18,3470000,대구광역시 달서구
태송주유소,대구광역시,달서구,대구광역시 달서구 앞산순환로 237 (송현동),,,35.8249025,128.5543690859,알뜰,,,2024-07-18,3470000,대구광역시 달서구
성서주유소,대구광역시,달서구,대구광역시 달서구 달구벌대로 1270 (이곡동),,,35.8514652461,128.5059431,GS,,,2024-07-18,3470000,대구광역시 달서구
하나로Ⅱ주유소,대구광역시,달서구,대구광역시 달서구 비슬로 2682 (대곡동),,,35.8076716119,128.5090828,S-Oil,,,2024-07-18,3470000,대구광역시 달서구
덕영에너지 송현주유소,대구광역시,달서구,대구광역시 달서구 구마로 219 (성당동),,,35.8374645907,128.5516725085,현대,,,2024-07-18,3470000,대구광역시 달서구
